Country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Australia,671.4782089,,,,,,,,,,,,,,,,,,,,701.0331109,707.3868853,728.1423028,752.8250927,794.9419617,833.1985818,848.9757789,874.7841624,896.7575579,946.5774222,1148.373034,1186.799931,1213.290572,1217.707878,1280.797407,1550.028647,1523.080584,1596.550791,1576.687424,1470.984034,1859.368278,1586.062087,1446.57958,1677.462275,1906.608964,1961.665562,2168.183515,2508.305138,2870.398955,2836.113984,2673.32294,3172.922193,3721.005904,4073.938461,3567.465497,3385.664388,4131.485722,3645.85732,3109.07553,4013.758079,3917.421846,3858.20797,3707.758687,3695.495127,3919.090458,3738.030041,3848.344554,4207.414083,4272.09244,4187.155572,4430.132029,4464.330778,4809.347969,5175.051315,5190.166201,5600.813483,5423.581377,5462.604532,5789.203536,5691.191447,5800.015604,6029.338016,5498.492674,6057.015766,5824.66202,5985.267634,5859.638197,6268.788717,6095.556121,6424.583635,6033.195725,6315.769369,5407.557737,5018.362604,5096.427822,4719.827395,4987.327137,4628.718304,5266.597113,5196.680218,5431.847866,5195.496386,5173.654881,5516.934046,5812.656287,5795.385304,6100.474275,6248.057224,6351.846733,6740.939357,7051.188545,6907.655197,6900.480537,6979.43644,6803.41434,6627.252959,6602.491052,6484.479734,6227.920318,6382.251124,6449.930564,6646.501459,6853.396852,7027.100462,7332.158696,7515.769014,7542.122785,7503.191194,7378.650667,7123.121547,6372.40142,5892.345798,6176.778449,6553.905457,6848.21827,7197.033943,7465.367975,7776.392163,7966.788025,7911.61446,8345.497218,9187.459708,10158.17646,10425.31891,9964.05935,9361.604115,8925.84357,9019.861901,9430.036273,9794.561923,10031.12138,10160.73672,10039.59564,10157.91298,10544.08738,10864.61774,10974.12837,10949.64959,11240.95886,11678.07069,11897.96372,11711.50002,12217.22686,12722.21702,13329.89726,13739.92688,13860.95806,14526.12465,15088.55836,15647.10938,16273.14214,16633.1259,16788.62948,17429.71805,17574.58167,17824.57038,18351.06793,18334.19751,18635.0381,19380.63562,19505.55452,19841.87946,19477.00928,19214.56115,20295.25294,21040.4946,21168.81051,21888.88903,22508.19078,23133.97635,23151.89034,22893.85675,23424.76683,24053.10102,24780.17241,25518.71544,26151.13247,26997.93657,28169.15341,28983.2672,29241.5145,30043.24277,30687.75473,31634.24243,32098.50615,32798,33119.00266,34084.06645,34239.63278,34327.25921,34834.80659
Austria,1434.507479,,,,,,,,,,,,,,,,,,,,1550.01433,1574.979831,1600.347442,1626.123639,1652.315004,1678.928224,1705.970093,1733.447515,1761.367505,1789.737193,1818.56382,1837.096332,1855.817704,1874.72986,1893.834745,1913.134323,1932.630578,1952.325515,1972.221157,1992.319551,2012.622762,2034.396788,2056.406382,2078.654091,2101.142492,2123.87419,2146.851815,2170.078029,2193.555522,2217.287011,2241.275245,2262.883296,2284.699669,2306.726374,2328.965437,2351.418906,2374.088848,2396.97735,2420.086519,2443.418483,2466.975389,2483.914637,2500.970196,2518.142866,2535.43345,2552.842759,2570.371606,2588.020814,2605.791209,2623.683622,2641.698891,2813.03723,2815.199478,2730.961001,2834.038906,2829.195038,2873.939767,2952.651722,3031.030479,2990.805624,3013.102245,3115.996949,3115.191688,3222.364439,3287.397751,3245.889184,3329.945528,3538.380388,3508.787853,3454.418922,3619.155957,3720.231825,3771.428926,3764.678388,3951.402463,4024.65107,4053.251451,4105.883335,4303.405161,4359.564788,4362.272408,4344.52381,4477.801482,4480.786948,4513.372878,4728.122388,4870.982446,5130.407732,5113.094126,5056.77479,5090.029917,5205.803484,5422.19218,5360.932918,4448.443892,4104.035609,4064.743048,4000.86734,3952.159349,3494.548458,3731.71426,4099.617665,4451.321059,4396.76057,4892.643745,5208.473752,5279.8142,5422.717609,5657.597568,5721.425891,5546.908525,5085.874283,4547.490864,4382.761331,4411.249995,4496.448587,4632.646452,4881.744877,5506.348124,6336.14568,6124.691158,6524.021689,6161.22702,6287.804201,5888.207552,2667.850644,3026.574415,3351.408246,4276.52316,5094.411238,5733.098114,6124.928282,6137.076492,6399.786948,7045.971274,7817.250888,8348.449465,8842.59803,9137.296178,9360.853847,10083.83005,10560.9654,10750.72111,11116.70439,11705.63362,11964.2821,12549.33397,12834.6024,13335.55703,14125.31596,15078.76996,15779.07374,16661.6256,17379.3273,18033.975,18016.36617,18874.29543,19749.4223,19693.61751,20803.39934,21284.70833,21220.8879,21597.08362,22266.66334,22336.9462,22821.20054,23329.15536,23687.82607,24371.17769,25307.87479,26134.99521,26744.39669,27042.01868,26882.04406,27463.47863,27918.81948,28602.35254,29095.92066,30107.97838,31039.61877,32008.50466,32196.42488,32417.60769,32741.18737,33455.69403,34108,35161.22731,36348.9519,37032.75874,35636.41693,36275.96104
Azerbaijan,639.9525105,,,,,,,,,,,,,,,,,,,,653.4290829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.542418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2854.145999,,,,,,,,,,,,,,,,,,,,,,,4425.476369,,,,,,,,,,,,,,,,,4629.494456,4528.838746,3455.542969,2627.685931,2088.928545,1828.588025,1843.189487,1943.285094,2132.381247,2285.695556,2533.170154,2775.739802,3059.179927,3387.790782,3760.105577,4648,6183.497164,7646.123207,8381.634532,9088.417239,9467.099613
Bahamas,1409.188697,,,,,,,,,,,,,,,,,,,,1409.188697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.023564,,,,,,,,,,,,,,,,,,,,,,,,,6289.829125,,,,,,,,,,,,9611.615686,,,,,,,,,,13685.51115,14404.4065,15117.51505,15881.60021,16708.0202,17609.59195,18377.28507,19318.1061,20153.21704,21216.83633,19420.83648,19229.52315,18152.43763,19144.3247,15633.82509,13061.01405,13458.39105,14380.66603,16071.68343,19834.88471,20670.459,19643.98114,20433.0368,21361.93912,21424.13801,21869.18614,22024.19431,22438.01353,22549.93421,22669.38991,21906.40174,20600.50034,19432.56931,19119.62126,19353.79124,19840.90335,20329.1399,20990.83247,22074.23591,22623.02554,22728.40826,22600.18761,22810.96126,22744.75466,22747.53458,23021,23671.61069,23524.02756,22828.21948,21532.64966,21401.306
Bahrain,808.9917926,,,,,,,,,,,,,,,,,,,,812.8182684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.64571,,,,,,,,,,,,,,,,,,,,,1575.465267,,,,,,,,,,,,,,,,9158.26528,9508.373034,9867.084765,10230.37327,10599.69245,10957.17293,11308.30636,11635.79945,11921.7816,12169.78864,12373.90803,12543.97119,12753.27514,13030.12917,13372.46701,13810.41979,14286.4804,14804.6727,15319.70109,15864.95424,16484.33688,17331.75586,18268.65839,19043.08006,19904.54882,17069.07085,18770.21074,19340.10196,19212.87212,18373.36647,19096.98462,18770.0815,19211.14731,19765.09222,19830.06219,19035.17885,18782.86544,18524.02406,18571.20729,18431.74096,17860.39158,18146.8564,19035.57917,20065.77006,19499.25515,19759.05719,20101.55255,20292.01679,20834.14092,21317.72228,22015.32286,22630.44158,23403.55927,24686.46498,25659.68239,27236,28478.45986,30173.03953,31391.38419,24226.51103,23677.91718
Bangladesh,609,,,,,,,,,,,,,,,,,,,,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,607,608,610,611,613,614,615,617,618,620,621,623,624,625,644,622,649,654,635,664,602,649,664,673,655,606,715,716,659,681,691,744,750,749,730,747,697,703,795,791,785,782,764,805,785,807,791,690,784,721,772,796,763,792,793,810,802,802,827,824,808,806,795,791,773,792,768,759,765,780,785,772,793,776,754,706,702,701,709,673,675,684,683,683,633,688,662,636,656,679,704,686,741,734,758,753,721,772,767,785,731,630,620,682,660,674,660,687,698,684,687,677,693,714,720,736,752,759,763,799,810,838,863,884,913,939,973,1005,1035,1075,1110,1136,1172,1221,1268,1326,1384,1441,1492,1560.490551
Barbados,1017.813988,,,,,,,,,,,,,,,,,,,,1017.813988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877.917669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3245.072989,,,,,,,,,,5319.738549,5711.592975,6204.489468,5863.174226,6130.21461,6806.042783,7057.569286,7788.544085,8306.964284,8904.398502,9712.47609,9814.376701,9853.806374,9990.788652,11268.7188,10983.92364,11414.77621,11817.35591,12375.14086,13301.46049,13858.89822,13504.66184,12736.47247,12679.08232,13003.27342,13020.58134,13560.56435,13783.20898,14140.09281,14528.01825,13954.77684,13293.89716,12263.45331,12299.75531,12736.7545,13009.35556,13356.07747,13901.90893,14702.32104,14710.96403,14982.12294,14533.64282,14544.49305,14779.73094,15268.12566,15837,16294.80136,16803.95492,16783.84926,15846.76607,15728.21312
Belarus,717.046811,,,,,,,,,,,,,,,,,,,,732.1468897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.010311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197.981496,,,,,,,,,,,,,,,,,,,,,,,4958.608124,,,,,,,,,,,,,,,,,6807.781057,6693.1884,6014.406075,5528.263371,4868.615987,4355.509243,4475.405604,4987.788391,5411.861751,5602.352725,5936.237819,6225.164179,6545.789965,6999.864668,7806.724446,8541,9431.371541,10271.59384,11322.2739,11574.43089,12516.671
Belgium,1554.003533,,,,,,,,,,,,,,,,,,,,1566.216446,1570.354559,1574.503606,1578.663615,1582.834616,1587.016636,1591.209706,1595.413855,1599.629111,1603.855504,1608.093064,1630.751723,1653.72965,1677.031346,1700.661371,1724.624353,1748.924982,1773.568017,1798.558282,1823.900669,1849.600141,1875.661728,1902.090532,1928.89173,1956.070566,1983.632363,2011.582516,2092.666583,2083.087229,2127.145048,2194.688203,2241.245778,2286.728175,2332.140252,2461.44186,2462.739554,2581.084567,2631.004636,2631.22739,2614.360548,2728.300299,2749.402399,2801.788431,2861.589489,2936.266813,2914.601389,2980.082887,2973.805529,3059.923725,3171.267701,3206.227119,3195.35025,3364.868539,3360.558321,3444.301802,3409.476698,3426.091527,3437.959963,3507.431689,3510.634716,3654.844328,3660.701577,3740.809098,3751.040678,3740.868229,3742.930126,3761.505534,3877.598793,3874.225257,4032.169988,4091.503818,4052.197281,4108.360556,4124.832174,4140.290931,4192.433905,4240.59203,4282.647894,4316.809274,4366.636681,4456.853483,4442.716616,4466.985238,4506.916169,4565.576193,4639.145238,4682.46548,4700.105326,4700.770256,4746.966179,4858.374053,4959.5281,5029.693521,5045.577548,3696.149288,3027.958368,3388.898916,2821.916326,2636.439384,3249.348091,4906.662804,5166.580869,5513.882847,5864.801897,6123.550712,6131.487699,6209.337983,6183.179704,6598.969476,6763.129244,6865.096247,6615.188454,6291.56966,6216.085094,6063.87811,6335.159336,6529.95696,6834.458715,6697.845051,6423.531589,5272.799768,4501.674976,4617.744352,3740.559049,3794.176568,4048.7021,6372.254716,7175.788192,7533.409944,7749.113353,7990.46584,8393.415992,8343.105127,8645.372292,8950.306725,9244.72546,9529.403593,9714.960623,9477.273558,9675.467689,10076.60249,10512.5111,10991.20676,11396.12839,12089.40942,12406.28806,12720.17707,13149.04119,13647.19609,14520.74226,15379.70523,15899.65951,16672.14356,17639.58142,18325.1694,18032.1155,19019.94462,19117.97448,19645.53784,20090.12043,20969.62311,20696.13378,20979.84589,20979.01253,21498.93801,21708.74541,22024.75308,22525.56308,23555.8201,24269.23182,24925.91,25293.57135,25575.57069,25229.59834,25947.30294,26480.94732,26725.49837,27561.19663,28030.61314,28937.1514,29940.2047,30092.07613,30485.88375,30736.5256,31600.01699,32077,32738.40708,33448.00164,33490.46601,32256.64071,32641.23143
Belize,542.9680974,,,,,,,,,,,,,,,,,,,,542.9680974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.803272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.132728,,,,,,,,,,1868.455953,1893.402978,1916.319613,1941.286962,1972.054066,2008.959321,2049.493677,2099.158522,2206.039106,2275.298299,2345.39737,2403.225173,2616.696579,2724.536587,3051.152409,3105.445004,3039.687326,3158.688003,3318.664398,3472.14344,3893.633384,3841.460049,3732.094919,3580.4764,3537.97666,3484.982013,3554.56711,3844.931896,4092.65547,4542.519865,4871.108698,5298.352351,5780.689094,5958.650597,5806.446871,5677.099891,5632.532922,5631.50107,5632.335083,5991.9671,6545.453139,6669.070206,6799.541995,7203.578402,7300.541179,7290,7392.781047,7250.584569,7297.772943,6998.076022,6982.332972
